test/loss,test/Accuracy,test/BalancedAccuracy
1.5943070650100708,0.7229748964309692,0.6988489031791687
1.6020026206970215,0.7258576154708862,0.7012092471122742
1.603718876838684,0.7235514521598816,0.6986808180809021
1.6038472652435303,0.7195156812667847,0.6924432516098022
1.6060853004455566,0.7166330218315125,0.6927480101585388
1.6028308868408203,0.7238397002220154,0.6985248923301697
1.603718876838684,0.721245288848877,0.6962833404541016
1.5977997779846191,0.724128007888794,0.6994374394416809
1.6047134399414062,0.721245288848877,0.695209801197052
1.603109359741211,0.7218218445777893,0.6947870850563049
1.6014198064804077,0.7221100926399231,0.6978203058242798
1.5944441556930542,0.7238397002220154,0.696045458316803
1.5996087789535522,0.7226866483688354,0.698943018913269
1.598061203956604,0.7258576154708862,0.6991715431213379
1.595799207687378,0.7223984003067017,0.6955068707466125
1.5992059707641602,0.7238397002220154,0.6990809440612793
1.5976696014404297,0.7174978256225586,0.6923661231994629
1.5981770753860474,0.7206687927246094,0.6974941492080688
1.6023504734039307,0.7183626294136047,0.691913366317749
1.599135398864746,0.7229748964309692,0.6989691853523254
1.6020715236663818,0.7229748964309692,0.6983774304389954
